باره;جنگی:0.03571428571428571
چه;کردم:0.007194244604316547
و;بوق:9.487666034155598E-4
جنگش;آراستم:0.5
سواران;دو:0.017241379310344827
خراج;آن:0.16666666666666666
بدگوهر;آشفته:0.3333333333333333
زیر;پر:0.04
که;پیرانشان:0.0010050251256281408
یابد;از:0.07142857142857142
مرز;تا‌بود:0.03571428571428571
حصار;اندر:0.16666666666666666
نبیره;دو:0.16666666666666666
آن;چهرهٔ:0.004016064257028112
گفت;با:0.052845528455284556
بلاها;گذر:0.25
این;دمهنج:0.005714285714285714
جهان;پاک:0.007518796992481203
گفت;او:0.0040650406504065045
مگردید;باز:0.5
بجنباند;از:0.5
گفت;بر:0.008130081300813009
به;بهرام:0.0011494252873563218
بگرگان;کشید:1.0
شیری;که:0.5
را;یاد:0.0015698587127158557
ایران;گراید:0.008064516129032258
یابم;از:0.5
اندرو;آفتاب:0.09090909090909091
ایوان;خراد:0.05263157894736842
و;ایوان:9.487666034155598E-4
خروش;خروس:0.03225806451612903
عشق;خورد:0.5
گرد;صندوق:0.006944444444444444
نگون;گشت:0.043478260869565216
و;مرگش:4.743833017077799E-4
جنگی;بپای:0.05
خواری;دهن:0.5
بجای;نماز:0.03225806451612903
برنهادند;بار:0.14285714285714285
با;کردگار:0.002320185614849188
دگر;برگذشت:0.014705882352941176
پای;مرد:0.014925373134328358
بسالار;ترکان:0.2
بر;جان:0.00267379679144385
گفت;تا:0.008130081300813009
آورد;خواه:0.016666666666666666
گه;آورد:0.058823529411764705
دل;بمهر:0.0049504950495049506
بیاد;آورم:0.25
نیامدش;گفتار:0.25
تا;بگردان:0.00411522633744856
گرز;خسته:0.03571428571428571
کز;دشمنان:0.017543859649122806
ز;هنگام:9.293680297397769E-4
لشکری;نامبردار:0.07142857142857142
برادر;دوان:0.041666666666666664
گیتی;آویخته:0.01639344262295082
گردان;این:0.012658227848101266
با;یلان:0.0069605568445475635
چو;نوش‌آذر:0.0016025641025641025
اگر;برگشایی:0.01020408163265306
آنچ;خواست:0.05555555555555555
ایرانیان;ده:0.043478260869565216
بر;گیو:0.004010695187165776
آن;دل‌افروز:0.004016064257028112
آن;پاسخ:0.008032128514056224
سوار;اندکی:0.017543859649122806
بادپای;چو:0.5
بکوه;افگند:0.16666666666666666
گم;کرد:0.1111111111111111
هنوز;از:0.5
ایرانیان;را:0.08695652173913043
نه;جویا:0.0072992700729927005
چربی;بکار:1.0
شدندش;سران:0.5
با;کشتگان:0.002320185614849188
جز;خارستان:0.013888888888888888
نغز;و:0.16666666666666666
گفت;بداختر:0.0040650406504065045
آلت;زین:0.14285714285714285
گردش;بپیمایدا:0.04
ز;گفتارهای:9.293680297397769E-4
گرفته;برو:0.08333333333333333
بیژن;شوی:0.013888888888888888
گفت;از:0.032520325203252036
روانت;خریدار:0.3333333333333333
دلش;گشت:0.23809523809523808
گفت;ار:0.008130081300813009
کیان;را:0.07142857142857142
فرستمت;باز:1.0
گستهم;کینه‌جوی:0.02
داد;دادن:0.007751937984496124
بدرع;سیاوش:0.25
رفت;هرگونه:0.023255813953488372
گفت;سیر:0.0040650406504065045
آمد;آتش:0.0038461538461538464
گزینند;شبگیر:1.0
بیاودر;گیو:1.0
برگشت;کار:0.1111111111111111
را;نداد:0.0015698587127158557
آیی;بایران:0.25
که;صندوق:0.0010050251256281408
بگریست;زار:0.5
خرامید;یک‌یک:0.25
زید;شاد:1.0
آن;خواستند:0.004016064257028112
زبان;آشنایی:0.05
زمین;دید:0.007352941176470588
اگر;برگشایم:0.01020408163265306
بر;این:0.001336898395721925
دوان;آمد:0.05263157894736842
چاره;از:0.058823529411764705
بچه;است:1.0
رویین;بکردار:0.03333333333333333
کامشب;شبی:1.0
دینار;کن:0.05
محابا;کنی:0.5
و;لشکرم:4.743833017077799E-4
نپسندد;از:1.0
رخ;نامداران:0.06666666666666667
گردن;بدین:0.05555555555555555
گردون;گردان:0.09090909090909091
وز;کوهسار:0.014492753623188406
دغو;آمدند:0.5
مغز;سر:0.07142857142857142
پیمان;دهد:0.04
سپر;برگرفتند:0.1111111111111111
ببودند;سرگشته:0.3333333333333333
جام;باده:0.05
پس;نگیرد:0.011235955056179775
پشوتن;چنین:0.05555555555555555
کیان;شد:0.07142857142857142
توران;برندت:0.0136986301369863
بر;جست:0.001336898395721925
تاج;پیروزه:0.01818181818181818
نبد;تیرشان:0.05555555555555555
و;خردمند:0.0014231499051233396
گشاده;ندارید:0.1
یکی;آتشی:0.0072992700729927005
سخن;شهریار:0.00980392156862745
نگهبان;گودرز:0.05263157894736842
بدبخت;گم:0.3333333333333333
بهر;کرد:0.016666666666666666
شد;سرش:0.006802721088435374
نخجیر;با:0.5
ترکان;نبودی:0.016666666666666666
یار;هومان:0.04
با;نیکنامان:0.002320185614849188
بازماندی;ازو:1.0
داور;چاره‌گر:0.125
پیش;غلتان:0.004329004329004329
کینه‌گر;کار:0.5
نبشته;ابا:0.3333333333333333
ماند;کسی:0.041666666666666664
را;خواند:0.007849293563579277
کاسته;دید:0.3333333333333333
برف;اندر‌ای:0.2
ژرف;دریای:0.125
بایست;توحید:0.14285714285714285
زیر;پی:0.04
چون;گل:0.013986013986013986
کنون;چون:0.056338028169014086
بیامد;پدر:0.009900990099009901
گفت;زه:0.0040650406504065045
تگرگ;بهاران:0.16666666666666666
زانک;پیران:0.3333333333333333
بدان;تیرگی:0.009433962264150943
چو;تاب:0.0016025641025641025
برومند;جای:0.25
آواز;بشنید:0.038461538461538464
دل;نابکار:0.0049504950495049506
سراسر;برینست:0.029411764705882353
ز;بهر:0.019516728624535316
کو;درشتی:0.018867924528301886
جنگ;قیصر:0.006289308176100629
شد;دگر:0.003401360544217687
آراسته;بارگاه:0.16666666666666666
درشتی;نمایم:0.3333333333333333
بیشتر;نزد:0.3333333333333333
خود;بدان:0.015625
ده;سال:0.025
تاج;یابد:0.01818181818181818
گرد;سپه:0.006944444444444444
تافتی;سوی:1.0
بجنباند;آن:0.5
گوش;و:0.07142857142857142
سیاوش;نباشد:0.03125
نیاریم;گردن:1.0
خرد;یاد:0.013157894736842105
بدرع;تو:0.5
سه;جامش:0.0196078431372549
برخواند;زود:0.16666666666666666
بدان;فر:0.009433962264150943
بترسی;ز:1.0
ایرانیان;بر:0.043478260869565216
مهر;فرزند:0.017241379310344827
به;نیکی:0.0022988505747126436
و;شیپور:4.743833017077799E-4
وز;یادگیران:0.014492753623188406
نشاید;چنین:0.1875
کو;بکارسیاوش:0.018867924528301886
خواهم;ترا:0.3333333333333333
بر;جای:0.004010695187165776
برگرفته;خروش:1.0
دیده‌بان;کرد:0.09090909090909091
چون;بجنگ:0.006993006993006993
اختر;شگفت:0.05263157894736842
دستهاشان;فروماند:1.0
که‌ای;نیک‌مردان:0.020833333333333332
نگونسار;از:0.2
بیامد;پسر:0.009900990099009901
کو;کلاه:0.018867924528301886
رخشان‌تر;از:1.0
بپیش;جهاندیده:0.030303030303030304
بازگردم;به:1.0
خویش;کوشنده‌ام:0.009009009009009009
تو;سربداد:0.0031746031746031746
ز;بخشیدن:9.293680297397769E-4
کشتت;که:1.0
ایران;شدند:0.008064516129032258
جنگی;سپاه:0.025
تیره;ترگ:0.018518518518518517
بر;میان:0.0106951871657754
گردد;یله:0.02631578947368421
درنده;خسته:0.2
شب;و:0.2
و;تاج:0.004743833017077799
نبینم;کسی:0.25
مادر;زمین:0.2
و;تاب:4.743833017077799E-4
گیتی;فروز:0.06557377049180328
کجا;پروراند:0.02
دفتر;به:0.3333333333333333
نگر;تاکجاست:0.06666666666666667
نپیچیم;یک:0.5
شب;ز:0.014285714285714285
برآمد;دمان:0.011904761904761904
بهر;کار:0.18333333333333332
شاه;،:0.0033783783783783786
چنینست;خود:0.1
وزان;دیده:0.02127659574468085
دادن;نشاند:0.1111111111111111
نمردم;بننگ:0.5
سیاوش;بریدمش:0.03125
گرفت;آنگهی:0.023809523809523808
ژرف;اندر:0.125
بابک;سپاه:0.08333333333333333
با;گرز:0.002320185614849188
چو;تنگ:0.004807692307692308
با;گرد:0.009280742459396751
ناپدید;از:0.05555555555555555
دادگرتر;ز:1.0
کردار;دشت:0.030303030303030304
برستی;ز:1.0
دیبا;سه:0.1
بدوزم;بدست:0.3333333333333333
این;کشتگان:0.005714285714285714
دل;لشکری:0.0049504950495049506
برآرد;همی:0.1
گشت;سخت:0.01020408163265306
روشن;هوا:0.041666666666666664
و;گاهی:4.743833017077799E-4
ازو;مهر:0.02040816326530612
به;خوردن:0.0011494252873563218
منزل;آید:0.1111111111111111
ز;بند:0.0027881040892193307
بگیرد;برآرد:0.3333333333333333
بسی;با:0.029411764705882353
ازان;کشتن:0.010309278350515464
رسید;اندران:0.0392156862745098
ازان;کشته:0.010309278350515464
من;کهترم:0.003787878787878788
بگفتند;با:0.125
پرده;آمد:0.25
کار;دیده:0.02127659574468085
ما;اندکی:0.005780346820809248
از;آواز:0.0010245901639344263
صلیب;و:1.0
تو;بغنوم:0.0031746031746031746
سواران;ما:0.017241379310344827
ببد;راه:0.1
پی;بادپایان:0.022222222222222223
سپاهی;و:0.07692307692307693
هندی;بچنگ:0.2727272727272727
آن;روز:0.004016064257028112
نام;جستن:0.03076923076923077
ارگ;همچنین:1.0
شادمانی;شد:0.3333333333333333
بیامد;بپوشید:0.009900990099009901
باید;دمان:0.013333333333333334
سپاهی;ز:0.038461538461538464
روزبانان;لشکر:1.0
سواران;من:0.017241379310344827
دژ;بنگرید:0.02040816326530612
و;دشمن:4.743833017077799E-4
لرزان;به:0.2
بداد;اندرون:0.041666666666666664
با;گره:0.002320185614849188
دشت;پیش:0.0125
بحنگم;رواست:1.0
نامهٔ;خسروان:0.07692307692307693
جویی;همی:0.3
و;ستاره:4.743833017077799E-4
چنانچون;ببایست:0.2
آمده;زیر:0.5
درفشی;و:0.07692307692307693
دانا;دگرگونه:0.1111111111111111
رای;کسری:0.016129032258064516
درآمد;بزیر:0.2
کرا;داد:0.0625
آهن;کلاه:0.05
و;آبهای:4.743833017077799E-4
آن;رنگ:0.004016064257028112
چو;چشمش:0.004807692307692308
سپهبد;بلهاک:0.029411764705882353
وزانجا;به:0.25
بارش;از:1.0
را;یکیست:0.0031397174254317113
جویی;یگی:0.1
جای;دیگر:0.009259259259259259
گویی;بجای:0.047619047619047616
پرورانیدم;اندر:1.0
همه;جامه:0.009174311926605505
باشد;آن:0.022727272727272728
بروبرجهان;گشت:1.0
که;سالار:0.005025125628140704
درفشی;ز:0.07692307692307693
شاه;و:0.02702702702702703
هرچ;بینی:0.030303030303030304
یاد;کرد:0.26153846153846155
تن;خویشتن:0.009523809523809525
همه;کشته:0.0061162079510703364
با;یک:0.002320185614849188
ژیان;و:0.058823529411764705
ایزد;دادگر:0.3333333333333333
غم;بباشید:0.0625
دمهنج;نر:1.0
برآواز;گوش:1.0
ایوان;به:0.10526315789473684
همه;مهتران:0.009174311926605505
جایگه;نیز:0.047619047619047616
روی;اندر:0.0078125
بسوزد;جگر:0.25
اندریمان;ز:0.2222222222222222
همه;یکسره:0.012232415902140673
ز;دشمن‌بود:9.293680297397769E-4
چار;ماه:0.09090909090909091
و;تخت:0.009487666034155597
فردا;بیایی:0.08333333333333333
ایدر;نه:0.038461538461538464
آمدنشان;به:1.0
ایوان;او:0.05263157894736842
ببخشید;یارانش:0.07692307692307693
برگشایی;تو:1.0
بوم;آباد:0.0425531914893617
رخش;تا:0.1111111111111111
راه;را:0.007633587786259542
گردان;هزار:0.012658227848101266
سپه;برگذشت:0.01020408163265306
شهریاری;کنند:0.2
مژگانش;آمد:1.0
من;اژدها:0.003787878787878788
بگودرز;فرمود:0.125
آن;رادی:0.004016064257028112
یکی;زیردست:0.0036496350364963502
خویش;خواند:0.018018018018018018
آن;رنج:0.004016064257028112
پیش;جهان‌آفرین:0.004329004329004329
روم;است:0.05
باش;گاهی:0.058823529411764705
کمین;شماست:0.1
را;چون:0.0015698587127158557
بر;پراگند:0.001336898395721925
برگذشتن;نماند:1.0
فردا;چه:0.25
فردا;چو:0.08333333333333333
آگهی;زین:0.07692307692307693
ستوهی;نیامدش:1.0
چون;پر:0.006993006993006993
تخت;کیان:0.03389830508474576
می‌خسروانی;به:0.5
بدوزد;سپر:1.0
پهلوان;منست:0.010869565217391304
پدر;بی‌پسر:0.023255813953488372
بدو;دشمن:0.006993006993006993
خویش;خوانم:0.018018018018018018
برو;برگماشت:0.013157894736842105
چندان;سپاه:0.07142857142857142
را;بیازرده‌اید:0.0015698587127158557
بزرگان;و:0.13157894736842105
درم‌بود;و:0.5
گونه;پویان:0.03571428571428571
بگرفت;راه:0.25
نیکی;انگارد:0.058823529411764705
شوی;بر:0.07142857142857142
به;تنگ:0.0011494252873563218
شبگیر;تا:0.2
رسیدم;به:0.16666666666666666
وز;بیش:0.014492753623188406
پس;آنگه:0.016853932584269662
بپردازم;این:0.5
همین‌بود;گفتار:0.5
نامور;زان:0.016666666666666666
بشنید;زان:0.02631578947368421
کنون;ز:0.028169014084507043
و;اسبان:4.743833017077799E-4
آنگاه;باریک:0.3333333333333333
دیگر;اندازه:0.0196078431372549
پس;برآورد:0.0056179775280898875
ازو;مغز:0.02040816326530612
ستد;زنده:0.3333333333333333
شاه;چندی:0.0033783783783783786
برآهیخت;و:0.5
در;زور:0.004347826086956522
آزاد;کن:0.1
خرامید;تفت:0.25
بر;همین:0.001336898395721925
اندریمان;و:0.1111111111111111
آیین;ساسان:0.1
نگردد;بپرهیز:0.14285714285714285
بندش;جداشد:1.0
لوا;و:1.0
هردو;روی:1.0
گذر;کرده:0.08333333333333333
نیست;مهر:0.010638297872340425
رخش;بر:0.2222222222222222
کمر;چون:0.03773584905660377
جنگ;یک:0.006289308176100629
ببست;و:0.08333333333333333
دو;بچه:0.0055248618784530384
چار;گرزست:0.09090909090909091
عمودی;فروهشت:0.3333333333333333
که;تابد:0.0010050251256281408
چنین;خیره:0.006060606060606061
بر;جنگ:0.004010695187165776
جیحون;گذارم:0.1111111111111111
بیارای;زان:0.2
دژ;شوند:0.02040816326530612
جان;بدخواه:0.014084507042253521
سرش;را:0.21621621621621623
نماید;نخست:0.25
می‌خسروانی;سه:0.5
بابک;پسند:0.08333333333333333
گفت;گوینده:0.008130081300813009
دگر;پاسخ:0.014705882352941176
نامه;بد‌بند:0.01694915254237288
بدگو;برین:1.0
برانگیزد;از:1.0
تو;آفتابی:0.0031746031746031746
بی‌سر;و:1.0
کرد;چاک:0.0125
خوی;بد:0.5
ببینند;رویش:0.5
زانک;گردان:0.3333333333333333
سازیم;زین:0.5
کزیشان;بگردم:0.2
درد;چون:0.016129032258064516
پیشش;که:0.1111111111111111
جدا;سر:0.08333333333333333
با;اسپ:0.002320185614849188
پر;زدندانهای:0.006211180124223602
دیده;بریشان:0.02564102564102564
گردنده;خورشید:0.14285714285714285
به;جان:0.006896551724137931
به;جام:0.0011494252873563218
همی;روشناییش:0.0026954177897574125
همی;برشد:0.0026954177897574125
جفت;بتول:0.1
زدن;کوس:0.1
راند;یکبارگی:0.058823529411764705
بهامون;نیاورد:0.14285714285714285
با;گفت:0.002320185614849188
بدان;مرغزار:0.009433962264150943
برخاست;آوای:0.3
جدا;شد:0.3333333333333333
دریغ;این:0.1111111111111111
پیلان;گروه:0.05555555555555555
و;گوهران:9.487666034155598E-4
بیش;گشت:0.058823529411764705
فرمود;کای:0.043478260869565216
به;کهتر:0.0011494252873563218
گشت;روشن:0.01020408163265306
گیتی;افتاد:0.01639344262295082
خرد;دلگشای:0.013157894736842105
چو;سالارشان:0.0016025641025641025
نیابد;بدو:0.1
خرد;چشم:0.013157894736842105
گفت;من:0.008130081300813009
بوبکر;به:1.0
خود;کییم:0.015625
آن;تودهٔ:0.004016064257028112
به;گیو:0.0011494252873563218
زین;برنهاد:0.011363636363636364
برنهادند;بند:0.14285714285714285
سپه;بگذراند:0.01020408163265306
و;تنها:4.743833017077799E-4
پشوتن;سپرد:0.1111111111111111
چو;گشتند:0.0016025641025641025
گشتند;نزدیک:0.1111111111111111
بردند;گستهم:0.2
بر;جهد:0.001336898395721925
گفت;ما:0.012195121951219513
در;سخن:0.013043478260869565
گفت;مر:0.008130081300813009
آمدی;باز:0.05555555555555555
کبستش‌بود;خوردن:1.0
کزان;چاره:0.07692307692307693
مردمی;کس:0.2
که;خسرو:0.005025125628140704
رایش;سرافگنده‌اند:1.0
و;ترگ:0.003795066413662239
اندر;آورده:0.016556291390728478
نیابیم;یک:1.0
با;گنج:0.009280742459396751
تن;بدنهان:0.009523809523809525
جنگی;گزیده:0.025
از;خواسته:0.0010245901639344263
خویشان;و:0.2
ترا‌بود;باید:0.5
لشکر;ترک:0.020100502512562814
گهرها;یک:1.0
را;همی‌دار:0.0015698587127158557
سنانها;چو:1.0
دیوان;بابک:0.21428571428571427
ز;برج:9.293680297397769E-4
چون;باید:0.006993006993006993
گفت;هر:0.0040650406504065045
باره;اکوان:0.03571428571428571
توی;رهنمای:0.1
چنینست;فرمان:0.1
گفته;بود:0.2
بدین;سایهٔ:0.00847457627118644
راه;آز:0.007633587786259542
کین;نشیب:0.010752688172043012
را;چشم:0.0015698587127158557
درگاه;شاه:0.4090909090909091
آید;ز:0.08791208791208792
شتر;جامهٔ:0.3333333333333333
مهر;پیران:0.017241379310344827
بازارگانان;تر:0.5
ز;بیگانه:9.293680297397769E-4
ز;باژ:0.0018587360594795538
وزانپس;به:0.3333333333333333
بس;کرد:0.02857142857142857
سواران;وز:0.034482758620689655
گیو;گودرز:0.02702702702702703
خورده;دو:0.2
شوی;زیردست:0.07142857142857142
شه;نامدار:0.14285714285714285
روی;جستن:0.0078125
آید;و:0.01098901098901099
رای;پیر:0.016129032258064516
بر;نامور:0.004010695187165776
به;راهی:0.0022988505747126436
شه;موبدان:0.14285714285714285
نام;باشد:0.015384615384615385
دفتر;دژ:0.3333333333333333
آن;رزم:0.004016064257028112
سپاهست;چندانک:0.5
باید;که:0.16
چو;شوره:0.0016025641025641025
بد;پای:0.006622516556291391
همی‌داشتی;نیک:1.0
یک‌بود;یا:1.0
نیز;یاد:0.02
لشکر;ترا:0.005025125628140704
از;می‌لعل:0.0010245901639344263
برآورده‌بودند;سر:1.0
را;سربه‌سر:0.0015698587127158557
ز;دینارگان:9.293680297397769E-4
که;خستو:0.0010050251256281408
شد;روی:0.006802721088435374
خروشان;یکی:0.15789473684210525
آگنده;پوست:0.25
مهر;شاه:0.017241379310344827
طوس;آن:0.1
هر;بوم:0.015151515151515152
کمان;رفت:0.02702702702702703
ز;بخت:0.004646840148698885
خوب;و:0.3125
شاهان;سپار:0.09090909090909091
بر;بارگی:0.00267379679144385
طوس;از:0.1
خون;ندید:0.008695652173913044
همی;برزد:0.0026954177897574125
آن;شگفتی:0.020080321285140562
کرا;برکشیدی:0.0625
گشت;روی:0.01020408163265306
طوس;با:0.1
خورده;شد:0.4
زرین;بیاراستند:0.05263157894736842
شیر;یابد:0.009615384615384616
سیه;گشت:0.2222222222222222
پیکان;پولاد:0.25
ز;باد:0.0018587360594795538
همی;خیره:0.01078167115902965
همی;برزو:0.0026954177897574125
هفتخوان;من:0.09090909090909091
بدان;آهن:0.018867924528301886
خون;گریست:0.008695652173913044
آید;بجنگ:0.04395604395604396
برانگیخته;موج:1.0
دو;بدست:0.0055248618784530384
رنگ;خورده:0.07142857142857142
منزل;آیی:0.1111111111111111
بیفگند;ز:0.125
شیر;پنجه:0.009615384615384616
مردمی;گم:0.2
راه;بد:0.015267175572519083
زو;ستوه:0.034482758620689655
در;سغد:0.004347826086956522
همه;می‌بدست:0.0030581039755351682
پیکر;و:0.25
همی;کاسته:0.0026954177897574125
ما;تا‌بود:0.005780346820809248
سیوم;پارس:1.0
سیر;دلشان:0.25
راه;ار:0.007633587786259542
نپویم;بران:1.0
دانی;همی:0.08333333333333333
گفتن;خوب:0.14285714285714285
اورنگ;شاهی:1.0
بلوجی;نماند:0.5
افگندنیهای;دیبا:1.0
خاکش;سپرده:0.5
دید;پاسخ:0.01639344262295082
برفتند;زان:0.02
به;بزم:0.0022988505747126436
چو;باد:0.016025641025641024
و;بخشنده:4.743833017077799E-4
سزاوار;کین:0.125
سوی;گیلان:0.005813953488372093
چو;باز:0.0016025641025641025
مایه‌ور;جا:0.25
بگذشتشان;کارزار:1.0
باد;گشت:0.010416666666666666
شاه;ترکان:0.02702702702702703
گودرز;پاسخ:0.02247191011235955
هژبری;دمان:0.5
بجنگ;و:0.013513513513513514
بباید;بریدن:0.038461538461538464
میانش;ببرم:0.25
چه;پیمان:0.007194244604316547
به;برف:0.0011494252873563218
برویین;چنین:0.5
نسازم;بایرانیان:1.0
بودش;جهاندار:0.14285714285714285
رادل;بجوشد:1.0
هر;آنکس:0.08585858585858586
رهام;گودرز:0.16666666666666666
به;برج:0.0011494252873563218
خواب;نیست:0.030303030303030304
منادیگری;نام:0.3333333333333333
وزین;تاختن:0.1111111111111111
هر;آنکو:0.005050505050505051
فزونست;مرد:0.25
ز;جای:0.017657992565055763
کار;اختر:0.0070921985815602835
رستم;بگفتار:0.03333333333333333
شدم;رزمساز:0.3333333333333333
دهم‌گر;ستانم:1.0
یکی;تازیی:0.0036496350364963502
دو;بجای:0.0055248618784530384
و;تندی:9.487666034155598E-4
هستیش;باید:1.0
برانگیخت;اسب:0.42857142857142855
بگفتند;وز:0.125
خیره;خوانی:0.037037037037037035
گفت;پس:0.012195121951219513
را;نره:0.0015698587127158557
سو;ز:0.08333333333333333
تو;پادشاست:0.0031746031746031746
را;نزد:0.0031397174254317113
بسیم;و:1.0
فروبرد;چنگال:1.0
پایگاه;آوریم:1.0
بدرع;و:0.25
شبی;ناگهان:0.3333333333333333
بی;آزار:0.5
از;مویه:0.0010245901639344263
پیش;نهنگ:0.004329004329004329
اسب;هومان:0.016666666666666666
بدانگه;که‌یابی:0.25
هرچ;ویران:0.030303030303030304
به;بخت:0.0011494252873563218
چو;لشکر:0.00641025641025641
هم;زور:0.011494252873563218
شیرین;بداد:0.6666666666666666
نجوید;نبرد:0.16666666666666666
بوستان;و:0.5
و;گبر:4.743833017077799E-4
از;نخست:0.006147540983606557
اخته;زهار:1.0
جهانی;برو:0.125
اندران;بارگاه:0.045454545454545456
و;گاه:0.010436432637571158
سنان;آسمان:0.09090909090909091
که;دیباست‌گر:0.0010050251256281408
